what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791348285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791364822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791367262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791395360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791399420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791411907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321791414779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791416748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791417686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321791418259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791515299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791533988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321791535698
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321791537845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321791539407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791557267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791558772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791566351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321791570721
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321791576165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321791578604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791581723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791584537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791600361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791600500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791600662
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791612241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791613754
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791615353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791622863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791623853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791645845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791646025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791648922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791650886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791661952
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791663846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791675840
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791684592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791689766
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791694992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791698765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791699311
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791709255
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791709404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791723874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791741635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791742499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791744154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321791787026
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321791789264
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791807027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791808592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791820797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791824690
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791824833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791825668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791826930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791827209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791828902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791829564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791830783
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791830930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791834660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791834793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791836319
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791837545
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791841522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791844429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791853012
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321791863395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321791868719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791869487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791911116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321791912139
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792022830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792023336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792025007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792032858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792033683
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792097103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792099004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792100141
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792100318
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792102570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792106177
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792136206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792152501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321792154689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792160907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792167175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1321792167232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792177911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792188675
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321792196607
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321792201277
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792205424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792223120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792225065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792300474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792301704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792323875
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321792325502
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321792328197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321792335926
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792337933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321792360638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792362946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792390194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792391568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792400804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792474242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792475620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792490382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321792517367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792518939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321792530850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792532303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792539126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792540599
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792568335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792575953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792581699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321792588996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792602857
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792604431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321792783078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321792801983
