what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817580683
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817580814
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817581626
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817581723
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817584805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817585684
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817585717
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817585844
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817587173
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817587267
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817588092
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817588179
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817588773
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817588929
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817589468
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817589554
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817590413
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817590495
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817590810
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817590897
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817592220
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817592245
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817592310
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817592394
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817593331
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817593499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817593738
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817596611
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817596649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321817598975
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817602353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321817608103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817609002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321817609827
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321817613878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321817628971
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817630474
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817641551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817645883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817647155
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817648041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817648278
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817648301
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817675821
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817675926
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817677135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817677158
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817677275
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817678983
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817679082
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817684052
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817684143
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817685564
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817685639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817686137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817688190
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817688217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321817689050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321817690767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321817693859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817695120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817695429
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321817695454
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321817714389
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321817718813
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321817719657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818124575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818129109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818200008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818225362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818447206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818448880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818455221
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321818456318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321818460053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818466497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818490126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818491283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818628175
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321818628298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321818633866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818634567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818660012
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321818660083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321818663100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818664759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818688234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321818688995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321818699794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321818701362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819971955
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819975075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819976376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819977403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819977762
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321819977797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819984735
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819989749
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321819990172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321819994857
