what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808444938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808445916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808463661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808466024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808484663
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808485877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808506468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808507361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808519906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808536100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808541021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321808552580
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808554152
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808555510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808557451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808581894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808583507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808590463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808592017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808592158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808604275
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808618156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321808623133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808625045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808666198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808666821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808666952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808674588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808694545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321808694668
