what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321904516401
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904518335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904533138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904533746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904535237
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904536335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904541074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904542517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904554673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904556748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904579750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321904584124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321904585797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904608630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904610405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904626243
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904640050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904671050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904671239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904740929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904741803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904818787
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904820842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904850321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904862629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904864024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904883656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321904899491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904902858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904904157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904905037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904927022
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904970867
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904973607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904976986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904978032
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904978129
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904978138
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904979140
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321904983195
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904986726
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904986778
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321904993626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321904999754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321905039328
