what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321812516331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812527329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812531011
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812531135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812531182
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321812533319
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812535488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321812544161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812544801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812546517
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812547328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1321812547359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812560294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321812577860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812620947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1321812620978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812630666
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321812678074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812679884
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812680508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321812720428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321812749257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321812796900
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812797711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321812803233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812805464
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812859378
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812866398
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812880485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812885290
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321812891467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812892902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812893714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812894260
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321812894852
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321812924586
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321812928470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321812934710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813066686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813069432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813115530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321813145997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321813151722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813167026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813242441
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321813243720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813246903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813247012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813260178
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813267042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813297228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813297384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813299662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813301113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813337726
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321813349832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813354948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813359831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813561972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813567931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813568181
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321813568196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813572911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813575659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813576065
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813578515
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813578546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813584053
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813584318
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321813584333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813588829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813596462
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813605901
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813608444
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813621689
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813624668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813630003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813631844
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813632078
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321813632094
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813637749
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813645050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813669885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813671430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813671679
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321813671695
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813674397
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813677766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813682228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813683476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813713802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813715472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813720371
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813724411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813747484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813748903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813749091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813750495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813754519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813755611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813759355
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813761946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813765175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813766517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813766782
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321813766798
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321813794025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1321813806317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321813808626
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321814663152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321814664393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321814666165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321814668588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321814754765
